Provisional 2021 Winter BUEC Points Public : Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British University Esports Championship Winter Standings,,,,,,,,,,,,,,,,,,,,CS:GO,,,,,Dota 2,,,,,League of Legends,,,,,Overwatch,,,,,Rainbow 6 Siege,,,,,Rocket league,,,,,Valorant,,,,,Smash Teams,,,,,TFT,,,,,Smash,,,,,BUSR - GT Championship,,,,,BUSR - F1 2021 Championship,,,,,UFG- Melty Blood,,,,,UFG- Guilty Gear Strive,,,,,UFG - Tekken,,133,,,,
,Rank,University,Total,CS:GO,Dota 2,League of Legends,Overwatch,Rainbow 6,Rocket League,Smash (Teams),Valorant,TFT Oct,Smash Oct,GT Championship,F1 2020 Championship,UFG- Melty,UFG- Guilty,UFG - Tekken,,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,,
,,,,,,,,,,,,,,,,,,,,,108,Portsmouth Panthers,University Of Portsmouth,,,,,,,,5,SINGLE DINGLE,Oxford University,29,,,,,,,,,,,,,,,,,90,Hull hornets,University Of Hull,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,109,Peeker Capaldi,University Of Nottingham,,,,,,,,,Plymouth Leviathans Alpha team,University Of Plymouth,29,,,,,,,,,,,,South 2nd Division,,,,,91,DMU Pingu,De Montfort University,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,110,Roehampton Hydras 2,Roehampton University,,,,,,,,,ImperiaI CIowns,Imperial College London,29,,,,,,,,,,,,,,,,,92,Trojans,University Of Liverpool,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,111,Trent Thunder Ruby,Nottingham Trent University,,,,,,,,,Light Black Warwick,University Of Warwick,29,,,,,,,,,,,,,,,,,93,Plymouth Leviathans C Team,University Of Plymouth,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,112,Leeds Gryphons Team 5,University Of Leeds,,,,,,,,Div 3,,,,,,,,,,,,,,,1,BUnda,Bournemouth University,27,,94,Bedford Bulls,University Of Bedfordshire,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,113,The Hertfordshire Stags,University Of Hertfordshire,,,,,,,,1,Warwick Reborn,University Of Warwick,27,,,,,,,,,,,,2,Kent Kings,University Of Kent,26,,95,Keele Krakens C,Keele University,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,114,Aston Angels CSGO,Aston University,,,,,,,,2,The Only Way is Int,University Of Essex,26,,,,,,,,,,,,3,Cardiff Crusaders,Cardiff University,26,,96,UWE Sea Stags White,University Of The West Of England,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,115,Essex Esports,University Of Essex,,,,,,,,3,Rift Clappers,University Of Sussex,26,,,,,,,,,,,,,UWE SeaStags White,University Of The West Of England,26,,97,Essex Esports,University Of Essex,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,116,Eating huel,Coventry University,,,,,,,,,UWE SeaStags White,University Of The West Of England,26,,,,,,,,,,,,5,Falmouth Phoenix,FXU (Falmouth & Exeter Student's Union),24,,98,Lincoln Uni Team 3 Toe Shooters,University Of Lincoln,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,117,Watt Are You Doing,Heriot Watt University,,,,,,,,5,Reading Knights aka TSM 2,University Of Reading,24,,,,,,,,,,,,,Portsmouth Pillocks,University Of Portsmouth,24,,99,Whiffers Cult,University Of Manchester,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,118,Durham Disasters,Durham University,,,,,,,,,Boosted Bristol v3,University Of Bristol,24,,,,,,,,,,,,,Oxford Brookes Vipers Team 7,Oxford Brookes University,24,,100,Derby RAMs,University Of Derby,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,119,The Saints,University Of St Andrews,,,,,,,,,SVGE LoL RED,University Of Southampton,24,,,,,,,,,,,,,Warwick Justice for Smiley Faces,University Of Warwick,24,,101,Portsmouth Plonkers,University Of Portsmouth,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,120,UEA Penguins,University of East Anglia,,,,,,,,,Bristol Bee vers,University Of Bristol,24,,,,,,,,,,,,9,Warwick Whats the Magic Word,University Of Warwick,21,,102,Queens Gambit,Queen Mary University Of London,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,121,QUbers,Queens University Belfast,,,,,,,,Div 4,,,,,,,,,,,,,,,,Bath Cerulean,University Of Bath,21,,103,Big Schmulers,Manchester Metropolitan University,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,122,0161 is how many bullets we need to kill,University Of Manchester,,,,,,,,1,Lol KCL Green,Kings College London,22,,,,,,,,,,,,,Bristol Beests,University Of Bristol,21,,104,Leeds team 1,University Of Leeds,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,123,Leeds Gryphons,University of Leeds,,,,,,,,2,PSY 5,Roehampton University,21,,,,,,,,,,,,,Soton Silly Sausages,University Of Southampton,21,,105,Stags Free Trial,University Of Hertfordshire,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,124,DMUr Sis,De Montfort University,,,,,,,,3,5 supports 1 team,Coventry University,20,,,,,,,,,,,,13,Royal Bears,Royal Holloway University Of London,19,,106,ARMADA,Loughborough University,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,125,flexeterer,University Of Exeter,,,,,,,,,Plymouth Leviathans Team Beta,University Of Plymouth,20,,,,,,,,,,,,,The Powerpuff Girls,University Of Surrey,19,,107,Seeny Beenies,Kings College London,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,126,Middlesex Mafia Gold,Middlesex University,,,,,,,,5,Bristol Stingers,University Of Bristol,19,,,,,,,,,,,,,Three Muskenteers,University Of Kent,19,,108,We win these,Queen Mary University Of London,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,127,WIG In Progress,University Of Warwick,,,,,,,,,chimps,Brunel University,19,,,,,,,,,,,,,Surrey Stags 21,University Of Surrey,19,,109,Durham Dynasty,Durham University,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,128,Loughbruh Fusion,Loughborough University,,,,,,,,,Firefang Warwick,University Of Warwick,19,,,,,,,,,,,,,,,,,110,UEA Canaries,University of East Anglia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,129,UCL Happy to B Here,University College London,,,,,,,,,SilverDotEXE,University Of Exeter,19,,,,,,,,,,,,,,,,,111,Hallowed Empire,De Montfort University,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,130,TeaM4nchester,University Of Manchester,,,,,,,,Regional Standing,,,,,,,,,,,,,,,Southern League (Did not make playoffs),,,,,112,Stoke Stabbers,Staffordshire University,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,131,Flying Scouser,University Of Liverpool,,,,,,,,33,Bright0n Pirates,University Of Brighton,17,,,,,,,,,,,,,,,,,113,Cosmic Crunch,Loughborough University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,132,UEA EAGLES,University of East Anglia,,,,,,,,34,overEXEtenders,University Of Exeter,17,,,,,,,,,,,,,,,,,114,Deprexeter,University Of Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,133,Novas With Attitude,University Of Warwick,,,,,,,,35,Shower Adventure,University Of Bath,16,,,,,,,,,,,,33,SotonSonic Legends,University Of Southampton,17,,115,Nottcases,University Of Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,134,Warwick W0lves 2,University Of Warwick,,,,,,,,36,Cambridge Ravens Red,University Of Cambridge,16,,,,,,,,,,,,34,Abracadabra Thank God For Code o Conduct,University Of Warwick,17,,116,Portsmouth Pioneers,University Of Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,135,KentuckyFriedChicken,University Of Kent,,,,,,,,37,Ravenous Sharks,University Of Sussex,15,,,,,,,,,,,,35,Chicken Tikka Surrey,University Of Surrey,16,,117,NUEL Casual Team,University Of Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,136,UORejects,University Of Gloucestershire,,,,,,,,38,League Fire 1,Coventry University,15,,,,,,,,,,,,36,im the reason shes your exe,University Of Exeter,16,,118,Aston Prophets,Aston University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,137,Five Guys,Loughborough University,,,,,,,,39,Tech Park Tyrants,University Of Chichester,14,,,,,,,,,,,,37,Northampton Gorillas,University Of Northampton,15,,119,Sorrey,University Of Surrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,138,we_tried,Imperial College London,,,,,,,,40,KCLPurple,Kings College London,14,,,,,,,,,,,,38,Discardiff,Cardiff University,15,,120,Roehampton Chimeras,Roehampton University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,139,Brookes Team 3,Oxford Brookes University,,,,,,,,41,Feral Warwick,University Of Warwick,13,,,,,,,,,,,,39,Sussex Kitefins,University Of Sussex,14,,121,Kentinels,University Of Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,140,The Harriers,Lancaster University,,,,,,,,42,Whose Toes are Those,Cardiff University,13,,,,,,,,,,,,40,Valiant Paladin,University Of Surrey,14,,122,Turbolow Troopers,Cardiff University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,141,Team C,Brunel University,,,,,,,,43,SVGE LoL YELLOW,University Of Southampton,12,,,,,,,,,,,,41,UWE SeaStags Blue,University Of The West Of England,13,,123,UnderStags,University Of Hertfordshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,142,Sussex Rays,University of Sussex,,,,,,,,44,Jammy Dodgers,University Of Brighton,12,,,,,,,,,,,,42,Essex Katanas,University Of Essex,13,,124,unlucky really,Lancaster University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,143,Longjohns Silvers,Loughborough University,,,,,,,,45,UCL Red,University College London,11,,,,,,,,,,,,43,Ruskin Ravens Red,Anglia Ruskin University,12,,125,dmmortals,De Montfort University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,KCL Apelsin,Kings College London,11,,,,,,,,,,,,44,Brighton Babes v3,University Of Brighton,12,,126,Royal Bears Val,Royal Holloway University Of London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Bootleg Coventry Phoenix,Coventry University,10,,,,,,,,,,,,45,Coventry Phoenix RL,Coventry University,11,,127,UCL Team B,University College London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,UCL Gold,University College London,10,,,,,,,,,,,,46,Queen Marys Gambit,Queen Mary University Of London,11,,128,Among Us Happy Meal At 3 Am,University Of Hertfordshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Aberlitzcrank,Aberystwyth University,9,,,,,,,,,,,,47,nO U,Oxford University,10,,129,Placeholder_name_UoLeicValorantTeam1,University Of Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Roehampton Dragons,Roehampton University,9,,,,,,,,,,,,48,SotonStation Gaming,University Of Southampton,10,,130,Starks,University Of Leeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Rift Slayers,University Of Sussex,8,,,,,,,,,,,,49,Oxford Brookes Vipers Team 6,Oxford Brookes University,9,,131,100 BURGLARS,Loughborough University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Roehampton Wendigos,Roehampton University,8,,,,,,,,,,,,50,IC Orbitals,Imperial College London,8,,132,Southampton Shadows,University Of Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Swansea Little Pogchamps,Swansea University,7,,,,,,,,,,,,51,Ruskin Ravens Pink,Anglia Ruskin University,7,,133,Avro,Lancaster University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,Buff Ryze,University Of Kent,7,,,,,,,,,,,,52,Royal Bears Academy,Royal Holloway University Of London,6,,134,BU Shorty,Bournemouth University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,BUilt Different,Bournemouth University,6,,,,,,,,,,,,53,High Octane,University Of Warwick,6,,135,KCL Black Adders,Kings College London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Airport speedrun,Queen Mary University Of London,6,,,,,,,,,,,,54,Better Than Nothing,Cardiff University,5,,136,KCL Grey,Kings College London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,A Vibe,University Of Kent,6,,,,,,,,,,,,55,Aber Apes,Aberystwyth University,5,,137,Teesside B,Teesside University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,Iron Swan Wings,Swansea University,6,,,,,,,,,,,,56,Winchester Warriors,University Of Winchester,4,,138,Portsmouth Penguins,University Of Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,Falmouth Phoenix,FXU (Falmouth & Exeter Student's Union),5,,,,,,,,,,,,57,UWE Sea Stags Green,University Of The West Of England,4,,139,Smeg Hill,Edge Hill University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Sussy Fortnite Balls,University Of Northampton,5,,,,,,,,,,,,58,Portsmouth Parsnips,University Of Portsmouth,3,,140,Aston Guardians,Aston University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,Platinum Disco,University Of Exeter,5,,,,,,,,,,,,59,Plymouth Conga Eels,University Of Plymouth,3,,141,Skenglem,Sheffield Hallam University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,slash all,Imperial College London,5,,,,,,,,,,,,60,Boosted,Swansea University,2,,142,MMU Team 1,Manchester Metropolitan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,Deathwish,University Of Reading,4,,,,,,,,,,,,61,IC NUT,Imperial College London,2,,143,Manneh,Manchester Metropolitan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,Sussy Amogus Bakas,University Of Northampton,4,,,,,,,,,,,,62,Portsmouth Prawns,University Of Portsmouth,1,,144,KasbahPeek,Coventry University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Hertsnia,University Of Hertfordshire,4,,,,,,,,,,,,63,Oxford Brookes Vipers Team 1,Oxford Brookes University,1,,145,MarshallOnly,University Of Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,Silversung Galaxy,Cardiff University,4,,,,,,,,,,,,64,Roe Celestia,Roehampton University,5,,146,BT2,Brunel University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,Marauder Warwick,University Of Warwick,3,,,,,,,,,,,,65,Sussex Threshers,University Of Sussex,5,,147,QM SILVER SMURFERS,Queen Mary University Of London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,Bob Does Ket,University Of Surrey,3,,,,,,,,,,,,66,The Swansea Oblivion,Swansea University,4,,148,Bristol Team 3,University Of Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,Team Aced,University Of Kent,3,,,,,,,,,,,,67,Bath Ducks,University Of Bath,4,,149,Swansea Sandstorm,Swansea University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Rising Sharks,University Of Sussex,3,,,,,,,,,,,,68,Portsmouth Persian Melons,University Of Portsmouth,3,,150,Wolves of Whiff Street,University Of Leeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,ROEHALAMPTON,Roehampton University,2,,,,,,,,,,,,69,Zero Skill,Swansea University,3,,151,UCLementals,University College London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,Brunel Panda Party,Brunel University,2,,,,,,,,,,,,70,Middlesex Mafia Green,Middlesex University,2,,152,UOY 5s,University Of York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,Westminster Dragons,University Of Westminster,2,,,,,,,,,,,,71,Glos Goats,University Of Gloucestershire,2,,153,We See Red,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,Swansea ran out of names,Swansea University,2,,,,,,,,,,,,72,Monki Flip,Swansea University,1,,154,Squidward,Coventry University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Tahm Kentch,University Of Kent,1,,,,,,,,,,,,73,NO MATCH SCHEDULED,University Of Warwick,1,,155,BCU1,Birmingham City University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,Gold EXEperience,University Of Exeter,1,,,,,,,,,,,,74,IC Team 5,Imperial College London,,,156,Derby Raptors A Team,University Of Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,T3 Solid,University Of Brighton,1,,,,,,,,,,,,75,Brunel Bottlers B Team,Brunel University,,,157,Road To Unrated,Birmingham City University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,Aggressively Mediocre Owls,Oxford University,1,,,,,,,,,,,,76,Carbridge,University Of Cambridge,,,158,Durham Dodgers,Durham University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Surrender,University Of Surrey,,,,,,,,,,,,,77,Glad I didnt go to Brunel,Brunel University,,,159,Azros Angels,Newcastle University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,SVGE LoL ORANGE,University Of Southampton,,,,,,,,,,,,,78,Swansea Value,Swansea University,,,160,team dot exe,University Of Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,Middlesex Mafia Cyan,Middlesex University,,,,,,,,,,,,,79,Aberiginals,Aberystwyth University,,,161,Roehampton Phantoms,Roehampton University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,Rabbit,Brunel University,,,,,,,,,,,,,80,Portsmouth Pistachios,University Of Portsmouth,,,162,South Bank Elephants Valorant Team C,London South Bank University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,Portsmouth Inters,University Of Portsmouth,,,,,,,,,,,,,81,Kingston Kriminals,Kingston University,,,163,Swansea Singularity,Swansea University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Hench and Benched,University Of Kent,,,,,,,,,,,,,82,Essex Eliminators,University Of Essex,,,164,Surrey not sorry,University Of Surrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,UWE Sea Stags Red,University Of The West Of England,,,,,,,,,,,,,83,Cambs Carballers,University Of Cambridge,,,165,Chi Stingers,University Of Chichester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,Portsmouth Pirates,University Of Portsmouth,,,,,,,,,,,,,84,Bristol Rocket Bees,University Of Bristol,,,166,Bronze 1 gatekeepers,Swansea University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,Reading 2,University Of Reading,,,,,,,,,,,,,,,,,,167,SVGE Orange,University Of Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,The Red Buffs,University Of Brighton,,,,,,,,,,,,,,,,,,168,SOTONBlue,University Of Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Team Not You,Cardiff University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Papa Johns Warwick,University Of Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Chonky Sharks,University Of Sussex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Coventry Ground Zero,Coventry University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,Car Zix Crusaders,Cardiff University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,SVGE LoL BLUE,University Of Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,BU Blackfrosts,Bournemouth University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,Hyena Warwick,University Of Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
